id,year_start,chla,o2,ph,wtemp
estuary_chesapeakebay_cb7.2e,1984,6.71254816733068,9.06234155597723,8.2239552238806,18.049056710775
estuary_chesapeakebay_cb7.3,1984,5.52718408477842,9.21790538033395,8.12468888888889,17.7418798521257
estuary_chesapeakebay_cb7.3e,1984,5.96601160541586,8.93582846715328,8.10030973451327,17.6848160291439
estuary_chesapeakebay_cb7.4,1984,4.72682961464355,8.76681005586592,8.07260273972603,17.1295425925926
estuary_chesapeakebay_cb7.4n,1984,4.11629048828125,8.6325687732342,8.03706666666667,17.1288703703704
estuary_chesapeakebay_cb8.1,1984,7.35860939047619,8.81927140255009,8.02681710213777,17.6825362318841
estuary_chesapeakebay_cb8.1e,1984,6.22946106382979,8.77478171641791,8.026,17.2913933209648
estuary_chesapeakebay_ebb01,1998,11.4239269406393,7.674625,7.57460580912863,18.0253909465021
estuary_chesapeakebay_ebe1,1989,8.92986985207101,7.83356258160237,7.64043227665706,17.6507941176471
estuary_chesapeakebay_ee1.1,1984,11.4011340996169,9.63259668508287,NA,16.1865561694291
estuary_chesapeakebay_ee1.1,1985,NA,NA,8.22876712328767,NA
estuary_chesapeakebay_ee2.1,1984,9.61335271317829,9.49868913857678,NA,16.2502803738318
estuary_chesapeakebay_ee2.2,1984,9.1214593495935,9.55711462450593,NA,16.1303747534517
estuary_chesapeakebay_ee2.2,1986,NA,NA,8.1775641025641,NA
estuary_chesapeakebay_ee3.0,1986,10.9458425,9.02549019607843,NA,15.7767156862745
estuary_chesapeakebay_ee3.1,1984,9.94015734989648,8.85190380761523,NA,16.4004008016032
estuary_chesapeakebay_ee3.2,1986,8.50326048565121,8.82068230277186,NA,16.5351812366738
estuary_chesapeakebay_ee3.3,1986,9.73439140811456,8.61976744186047,NA,18.0506976744186
estuary_chesapeakebay_ee3.4,1984,11.5722393191489,8.97677409090909,8.11066193853428,18.2549488752556
estuary_chesapeakebay_ee3.5,1984,9.81962373493976,8.81988061895551,8.11250569476082,17.9281980769231
estuary_chesapeakebay_eld01,1998,10.0383771929825,8.37229508196721,7.74090163934426,17.1921138211382
estuary_chesapeakebay_ele01,1998,8.68390350877193,7.7366,7.60534136546185,17.6157370517928
estuary_chesapeakebay_eli2,1989,11.5420507738095,8.75180643292683,7.84505952380952,16.917
estuary_chesapeakebay_et1.1,1985,35.3379160104987,10.5125326370757,8.42816091954023,16.3106770833333
estuary_chesapeakebay_et10.1,1986,3.80150447761194,6.85885572139304,6.42585034013605,16.1804938271605
estuary_chesapeakebay_et2.1,1985,5.02244680851064,9.1526582278481,NA,15.5171717171717
estuary_chesapeakebay_et2.2,1985,31.6492809278351,10.3430769230769,7.97746478873239,15.7227621483376
estuary_chesapeakebay_et2.3,1985,5.00073056994819,9.2259900990099,NA,15.9266666666667
estuary_chesapeakebay_et3.1,1985,51.4866190225564,10.1426913580247,7.99549504950495,15.6228501228501
estuary_chesapeakebay_et4.1,1984,31.5733831775701,9.25164835164835,7.41790697674419,16.8262773722628
estuary_chesapeakebay_et4.2,1984,14.3024904942966,9.70945454545454,NA,16.0145190562613
estuary_chesapeakebay_et4.2,1985,NA,NA,8.14029126213592,NA
estuary_chesapeakebay_et5.1,1984,16.3757610619469,8.14324786324786,7.31,17.4804088586031
estuary_chesapeakebay_et5.2,1984,11.8954471403813,8.70543657331137,7.8812,16.8759868421053
estuary_chesapeakebay_et6.1,1986,20.1602512437811,8.75382716049383,7.07777777777778,16.1685503685504
estuary_chesapeakebay_et6.2,1986,12.0809425,8.79779951100245,NA,16.2669926650367
estuary_chesapeakebay_et7.1,1986,11.400903307888,8.214,NA,16.0885
estuary_chesapeakebay_et8.1,1986,9.94953015075377,8.90244498777506,NA,16.5843520782396
estuary_chesapeakebay_et9.1,1986,7.640005,9.04867469879518,NA,16.3932530120482
estuary_chesapeakebay_le1.1,1985,15.5313509933775,9.23214849921011,8.14242320819113,17.4190851735016
estuary_chesapeakebay_le1.2,1985,13.7200582191781,9.27044334975369,8.16025641025641,17.1996721311475
estuary_chesapeakebay_le1.3,1985,12.3885608552632,9.18549141965679,8.16159836065574,17.2385692068429
estuary_chesapeakebay_le1.4,1985,11.5789750415973,8.90205696202532,8.18010050251256,16.8385826771654
estuary_chesapeakebay_le2.2,1984,12.1938202054795,9.66907051282051,8.3960396039604,17.16896
estuary_chesapeakebay_le2.3,1984,9.12464774422735,9.37944816053512,8.28941176470588,17.6348914858097
estuary_chesapeakebay_le3.1,1984,NA,8.41509761388286,7.8012585812357,17.2635560344828
estuary_chesapeakebay_le3.1,1985,11.7234650114943,NA,NA,NA
estuary_chesapeakebay_le3.2,1984,NA,8.89807359307359,7.94828828828829,17.3175965665236
estuary_chesapeakebay_le3.2,1985,8.80398414746544,NA,NA,NA
estuary_chesapeakebay_le3.3,1984,NA,8.76628820960699,8.00206741573034,17.8497408207343
estuary_chesapeakebay_le3.3,1985,8.07042593103448,NA,NA,NA
estuary_chesapeakebay_le3.4,1984,NA,9.04379310344828,7.98847006651885,17.2400427350427
estuary_chesapeakebay_le3.4,1985,8.06593202325581,NA,NA,NA
estuary_chesapeakebay_le3.6,1984,9.27282306640625,9.47713443830571,8.28760022429907,18.2838952205882
estuary_chesapeakebay_le3.7,1984,8.82008500967118,9.49275232774674,8.29203773584906,18.4687680890538
estuary_chesapeakebay_le4.1,1984,NA,7.8870288248337,7.51505854800937,17.5134581497797
estuary_chesapeakebay_le4.1,1985,12.6408909219858,NA,NA,NA
estuary_chesapeakebay_le4.2,1984,NA,8.0274,7.72463414634146,17.254043956044
estuary_chesapeakebay_le4.2,1985,9.15580456057007,NA,NA,NA
estuary_chesapeakebay_le4.3,1984,NA,8.34002237136465,7.8362972972973,17.0815812917595
estuary_chesapeakebay_le4.3,1985,7.7246061722488,NA,NA,NA
estuary_chesapeakebay_le5.1,1984,NA,8.6625550660793,7.68147849462366,18.064847826087
estuary_chesapeakebay_le5.1,1985,7.29164404705882,NA,NA,NA
estuary_chesapeakebay_le5.2,1984,NA,8.46242358078603,7.73676470588235,17.3834051724138
estuary_chesapeakebay_le5.2,1985,5.5013815270936,NA,NA,NA
estuary_chesapeakebay_le5.3,1984,NA,8.60426695842451,7.84438271604938,17.0831533477322
estuary_chesapeakebay_le5.3,1985,6.95858055813954,NA,NA,NA
estuary_chesapeakebay_le5.4,1984,NA,8.3506798245614,7.88599369085173,16.9275324675325
estuary_chesapeakebay_le5.4,1985,7.73405899082569,NA,NA,NA
estuary_chesapeakebay_le5.5_w,1996,9.51721851735016,9.02621844512195,8.04562691131498,18.2676114457831
estuary_chesapeakebay_le5.6,1984,NA,8.24783482142857,7.80532085561497,17.2862637362637
estuary_chesapeakebay_le5.6,1985,9.31733641860465,NA,NA,NA
estuary_chesapeakebay_lfa01,1998,9.47272727272727,8.42813008130081,7.79348178137652,17.0675100401606
estuary_chesapeakebay_lfb01,1998,14.4436936936937,7.86456790123457,7.66594262295082,17.7931300813008
estuary_chesapeakebay_mat0016,1986,21.9322822299652,10.0293718166384,8.16583850931677,17.6180438448567
estuary_chesapeakebay_mat0078,1986,2.51212944162437,8.24931389365352,7.27787356321839,15.1304940374787
estuary_chesapeakebay_mti0015,2003,9.04319217081851,6.85307443365696,6.75996784565916,17.9511254019293
estuary_chesapeakebay_pis0033,1986,1.88121359223301,8.69461937716263,7.28777027027027,14.8413379073756
estuary_chesapeakebay_pxt0455,2003,14.4558963414634,7.6,7.15403409090909,17.3180790960452
estuary_chesapeakebay_ret1.1,1985,19.7497993138937,8.09737274220033,7.87398648648649,17.6296235679214
estuary_chesapeakebay_ret2.1,1986,6.06076573426573,8.82831125827814,7.72516129032258,17.4340460526316
estuary_chesapeakebay_ret2.2,1984,6.32337542087542,8.50821484992101,NA,17.5048665620094
estuary_chesapeakebay_ret2.4,1986,11.0795795053004,8.21624790619765,NA,17.2613333333333
estuary_chesapeakebay_ret3.1,1984,NA,8.79549145299145,7.4333407079646,17.4695329087049
estuary_chesapeakebay_ret3.1,1985,12.4041870506912,NA,NA,NA
estuary_chesapeakebay_ret3.2,1984,NA,8.63306034482759,7.63704194260486,17.2792094017094
estuary_chesapeakebay_ret3.2,1985,12.2020176905312,NA,NA,NA
estuary_chesapeakebay_ret4.1,1984,NA,7.29213636363636,7.15124401913876,18.0544594594595
estuary_chesapeakebay_ret4.1,1985,8.19344104018912,NA,NA,NA
estuary_chesapeakebay_ret4.2,1984,NA,7.44898947368421,6.88446902654867,17.8156066945607
estuary_chesapeakebay_ret4.2,1985,7.10133070175439,NA,NA,NA
estuary_chesapeakebay_ret4.3,1984,NA,7.45495594713656,7.25784722222222,17.7489496717724
estuary_chesapeakebay_ret4.3,1985,12.6201254800937,NA,NA,NA
estuary_chesapeakebay_ret5.1a,1988,14.7600684158416,8.70599502487562,7.14084158415842,17.9116953316953
estuary_chesapeakebay_ret5.2,1984,NA,8.78025695931477,7.74822033898305,17.9499361702128
estuary_chesapeakebay_ret5.2,1985,9.95791487414188,NA,NA,NA
estuary_chesapeakebay_sbe2,1989,6.00908651785714,7.32023392961877,7.49304597701149,18.2594186046512
estuary_chesapeakebay_sbe5,1989,5.23462601190476,6.84968650887574,7.28309037900875,20.6833137829912
estuary_chesapeakebay_tf1.3,1985,5.11322772277228,8.56716171617162,NA,16.0175986842105
estuary_chesapeakebay_tf1.4,1985,18.366375,8.45115131578947,NA,16.6383223684211
estuary_chesapeakebay_tf1.5,1985,27.8176052631579,8.9254113345521,7.68064846416382,17.9817518248175
estuary_chesapeakebay_tf1.6,1985,17.6346786324786,8.21969949916527,7.62345679012346,17.464
estuary_chesapeakebay_tf1.7,1985,11.7522302521008,7.5963064516129,7.49540268456376,18.324154589372
estuary_chesapeakebay_tf2.1,1986,8.87724821428571,9.09829642248722,7.83333333333333,17.7971186440678
estuary_chesapeakebay_tf2.2,1986,10.0526909090909,9.15258620689655,7.9159793814433,17.7485420240137
estuary_chesapeakebay_tf2.3,1984,12.3717254901961,9.2390625,7.93785714285714,17.9563664596273
estuary_chesapeakebay_tf2.4,1986,9.07091595197256,8.94819078947368,7.78536585365854,17.5651960784314
estuary_chesapeakebay_tf3.1b,1988,9.83570692082111,8.64824712643678,6.98642441860465,17.7047578347578
estuary_chesapeakebay_tf3.1e,1991,8.18327904153355,9.23314024390244,7.07018181818182,17.1156363636364
estuary_chesapeakebay_tf3.2,1984,NA,8.80133333333333,7.05727891156463,17.8151762114537
estuary_chesapeakebay_tf3.2,1985,16.3270410232558,NA,NA,NA
estuary_chesapeakebay_tf3.2a,1994,15.9150951590106,9.23666666666667,7.19426056338028,16.795331010453
estuary_chesapeakebay_tf3.3,1984,NA,8.89532188841202,7.35567928730512,17.7002340425532
estuary_chesapeakebay_tf3.3,1985,11.1635034022989,NA,NA,NA
estuary_chesapeakebay_tf4.2,1984,NA,7.64804526748971,6.80831578947368,17.678893442623
estuary_chesapeakebay_tf4.2,1985,3.79482259459459,NA,NA,NA
estuary_chesapeakebay_tf4.4,1984,NA,8.04890063424947,6.53527542372881,17.3241473684211
estuary_chesapeakebay_tf4.4,1985,2.92898342679128,NA,NA,NA
estuary_chesapeakebay_tf5.2,1984,NA,10.2733049040512,7.88734736842105,17.5505672268908
estuary_chesapeakebay_tf5.2,1986,1.99574743243243,NA,NA,NA
estuary_chesapeakebay_tf5.2a,1988,NA,9.58107142857143,7.66937027707809,17.781679197995
estuary_chesapeakebay_tf5.2a,1990,2.33445784313725,NA,NA,NA
estuary_chesapeakebay_tf5.3,1984,NA,9.28461038961039,7.57165605095541,18.0531355932203
estuary_chesapeakebay_tf5.3,1985,5.55576275862069,NA,NA,NA
estuary_chesapeakebay_tf5.4,1984,NA,9.43812903225806,7.45446088794926,18.5557684210526
estuary_chesapeakebay_tf5.4,1985,22.7312267032967,NA,NA,NA
estuary_chesapeakebay_tf5.5,1984,NA,9.28510504201681,7.59012474012474,18.5520412371134
estuary_chesapeakebay_tf5.5,1985,24.1016146153846,NA,NA,NA
estuary_chesapeakebay_tf5.5a,1988,24.1900875125628,9.310125,7.60034398034398,18.1569117647059
estuary_chesapeakebay_tf5.6,1984,NA,8.32027542372881,7.35398747390397,18.0863125
estuary_chesapeakebay_tf5.6,1985,11.6474460745614,NA,NA,NA
estuary_chesapeakebay_wbb05,1998,15.8819909090909,7.84218106995885,7.56423868312757,18.0397551020408
estuary_chesapeakebay_wbe1,1989,12.9198591420118,8.68727837837838,7.83677419354839,17.5180895522388
estuary_chesapeakebay_we4.1,1984,8.23073131086142,8.93411,8.18220183486238,18.2928363309353
estuary_chesapeakebay_we4.2,1984,8.81214210428305,8.80599041441442,8.12308529945554,18.3337889087657
estuary_chesapeakebay_we4.3,1984,7.79222218283582,8.87994106813996,8.14588342440801,18.208731884058
estuary_chesapeakebay_we4.4,1984,7.2918047645951,8.64598848708487,8.11771799628943,18.3277709090909
estuary_chesapeakebay_wiw0141,2003,30.6347422164948,8.7328125,NA,17.0783505154639
estuary_chesapeakebay_wt1.1,1984,32.994582278481,10.1684863523573,8.1366568914956,16.0583126550868
estuary_chesapeakebay_wt2.1,1984,18.1632135678392,9.88137254901961,7.81863970588235,15.9093137254902
estuary_chesapeakebay_wt3.1,1984,16.3136776649746,9.96274509803922,7.65026737967914,16.1764705882353
estuary_chesapeakebay_wt4.1,1984,79.126271283293,10.8465721040189,8.43356973995272,16.3052009456265
estuary_chesapeakebay_wt5.1,1984,27.5884411247803,10.5516447368421,8.19651639344262,17.0888341543514
estuary_chesapeakebay_wt6.1,1984,17.2321302083333,10.2341584158416,8.22863849765258,15.920297029703
estuary_chesapeakebay_wt7.1,1984,19.2127377892031,10.0687960687961,NA,15.8427518427518
estuary_chesapeakebay_wt7.1,1986,NA,NA,8.2,NA
estuary_chesapeakebay_wt8.1,1984,20.0281379310345,9.79322429906542,8.2349593495935,16.7859813084112
estuary_chesapeakebay_wt8.2,1984,18.733475,9.70807600950119,8.17597765363129,16.8572446555819
estuary_chesapeakebay_wt8.3,1984,16.4768952618454,9.44066193853428,NA,16.3806146572104
estuary_chesapeakebay_wt8.3,1985,NA,NA,8.12176470588235,NA
estuary_chesapeakebay_wxt0001,1990,8.67958595641647,8.10920245398773,NA,16.4026584867076
estuary_chesapeakebay_wxt0013,2003,3.62802592592593,8.02988505747126,7.27445086705202,17.5522988505747
estuary_chesapeakebay_xfb1986,1986,11.9041967213115,9.54224137931035,8.08620689655172,17.909948542024
estuary_chesapeakebay_xgg8251,1986,11.705398989899,9.50661764705882,NA,14.6617647058824
estuary_chesapeakebay_xhf0460,2004,15.5663333333333,7.89908256880734,7.94844036697248,20.9591743119266
estuary_chesapeakebay_xjg7035,2003,33.6063558282209,8.69272727272727,7.75831831831832,19.6912912912913
estuary_elbe_auenelbe_461,1986,9.60526315789474,9.11058201058201,NA,12.478835978836
estuary_elbe_elbe_467,1955,NA,8.99399293286219,NA,12.1519434628975
estuary_floridacoastaleverglades_station10,1991,1.10642924528302,0.151061320754717,NA,26.3323696682464
estuary_floridacoastaleverglades_station11,1991,0.56444976076555,0.0972335815842925,NA,26.3869668246445
estuary_floridacoastaleverglades_station21,1989,NA,0.0216300160513644,NA,26.3351081081081
estuary_floridacoastaleverglades_station21,1990,0.705452722063037,NA,NA,NA
estuary_floridacoastaleverglades_station21,2002,NA,NA,8.18092233009709,NA
estuary_floridacoastaleverglades_station27,1989,NA,0.011845126835781,NA,26.1700283286119
estuary_floridacoastaleverglades_station27,1990,0.730493827160494,NA,NA,NA
estuary_floridacoastaleverglades_station27,2002,NA,NA,8.13747572815534,NA
estuary_floridacoastaleverglades_station38,1992,2.46007368421053,0.131168934240363,NA,26.2758421052632
estuary_floridacoastaleverglades_station39,1992,1.70173015873016,0.144945200302343,NA,26.3001578947368
estuary_floridacoastaleverglades_station40,1992,2.49673655913978,0.118156766917293,NA,25.8712105263158
estuary_floridacoastaleverglades_station41,1992,2.60533152173913,0.0993468296409473,NA,26.1007368421053
estuary_floridacoastaleverglades_station9,1989,0.417658666666667,0.191645180023229,NA,25.8814322916667
estuary_floridacoastaleverglades_station9,2002,NA,NA,8.02915422885572,NA
estuary_loire_4148000,1980,58.4802678571429,8.59154385964912,8.09186363636364,14.470985915493
estuary_loire_4148500,1982,40.834554973822,6.85173553719008,NA,15.9207468879668
estuary_sacramentobay_empc3,1975,2.14359550561798,NA,NA,14.9355395683453
estuary_sacramentobay_empc3a,2003,2.12557142857143,NA,NA,16.2258215962441
estuary_sacramentobay_empc9,1975,4.84473007712082,NA,NA,16.1848813559322
estuary_sacramentobay_empd10,1975,2.80070351758794,NA,NA,15.8724184261036
estuary_sacramentobay_empd11,1975,4.34503125,NA,NA,13.6027397260274
estuary_sacramentobay_empd12,1975,3.26816425120773,NA,NA,16.6302131438721
estuary_sacramentobay_empd14a,1975,4.14166101694915,NA,NA,13.46875
estuary_sacramentobay_empd15,1975,3.85693548387097,NA,NA,14.1751824817518
estuary_sacramentobay_empd16,1975,2.55219798657718,NA,NA,16.190676416819
estuary_sacramentobay_empd19,1975,2.74675944333996,NA,NA,16.4160572687225
estuary_sacramentobay_empd22,1975,3.05120253164557,NA,NA,15.773698630137
estuary_sacramentobay_empd24,1975,2.86541547277937,NA,NA,NA
estuary_sacramentobay_empd26,1975,2.22068143100511,NA,NA,16.6166202090592
estuary_sacramentobay_empd28a,1975,3.04263934426229,NA,NA,17.412538071066
estuary_sacramentobay_empd4,1975,3.01374798061389,NA,NA,15.850019379845
estuary_sacramentobay_empd6,1975,2.19969155844156,NA,NA,15.5173684210526
estuary_sacramentobay_empd7,1975,2.9058813559322,NA,NA,15.514
estuary_sacramentobay_empd8,1975,2.40813356164384,NA,NA,16.2155035971223
estuary_sacramentobay_empd9,1975,5.0810303030303,NA,NA,13.020202020202
estuary_sacramentobay_empez2,2004,2.45142105263158,NA,NA,16.836157635468
estuary_sacramentobay_empez6,2004,2.08073684210526,NA,NA,16.8532835820896
estuary_sacramentobay_empmd10,1975,7.39981981981982,NA,NA,13.0676691729323
estuary_sacramentobay_empmd10a,1995,3.38109215017065,NA,NA,18.0805047318612
estuary_sacramentobay_empp12,1975,24.0946428571429,NA,NA,16.4087591240876
estuary_sacramentobay_empp8,1975,5.99158227848101,NA,NA,17.8562416107383
estuary_sacramentobay_ncrodoughtycutneargrantlinecanal,1999,24.5386516853933,NA,NA,18.5440688405797
estuary_sacramentobay_ncrograntlinecanalabovedam,1999,21.211204379562,NA,NA,NA
estuary_sacramentobay_ncrograntlinecanalnearoldriver,2007,3.03117903930131,NA,NA,NA
estuary_sacramentobay_ncrograntlncan@tracyrdbdg,1999,14.5283466666667,NA,NA,18.3791408934708
estuary_sacramentobay_ncromiddleriver@unionpoint_p10a,1999,2.01961956521739,NA,NA,18.579380794702
estuary_sacramentobay_ncromiddleriverathowardroad,2001,4.18734545454545,NA,NA,17.5540038910506
estuary_sacramentobay_ncromiddleriveratundineroad,1999,21.1498194130926,NA,NA,17.9945144508671
estuary_sacramentobay_ncromiddleriverneartracyroad,2003,2.86591304347826,NA,NA,18.1355555555556
estuary_sacramentobay_ncrooldriverabovedmcbarrier,1999,5.00220512820513,NA,NA,18.3379734219269
estuary_sacramentobay_ncrooldriverattracywildlifeassociation,2000,22.1121,NA,NA,17.9013307984791
estuary_sacramentobay_ncrooldriverbelowheadwaters,1999,29.8288413098237,NA,NA,18.2889432176656
estuary_sacramentobay_ncrooldriverdownstreamdmcbarrier,1999,3.51823076923077,NA,NA,NA
estuary_sacramentobay_ncrooldriverdownstreamdmcbarrier,2000,NA,NA,NA,18.5002300319489
estuary_sacramentobay_ncrovictoriacanalnearbyron,2007,2.18,NA,NA,NA
estuary_sacramentobay_usgs_sfbs2,1975,NA,NA,NA,16.5451219512195
estuary_sacramentobay_usgs_sfbs2,1977,2.74036144578313,NA,NA,NA
estuary_sacramentobay_usgs_sfbs3,1975,NA,NA,NA,16.4660827250608
estuary_sacramentobay_usgs_sfbs3,1977,2.833608815427,NA,NA,NA
estuary_sacramentobay_usgs_sfbs4,1975,NA,NA,NA,16.4274535809019
estuary_sacramentobay_usgs_sfbs4,1977,2.72134146341463,NA,NA,NA
estuary_sacramentobay_usgs_sfbs5,1975,NA,NA,NA,16.5097395833333
estuary_sacramentobay_usgs_sfbs5,1977,2.60996978851964,NA,NA,NA
estuary_sacramentobay_usgs_sfbs6,1975,NA,NA,NA,16.307582697201
estuary_sacramentobay_usgs_sfbs6,1977,2.63479532163743,NA,NA,NA
estuary_sacramentobay_usgs_sfbs649,1980,2.64472843450479,NA,NA,16.2080579710145
estuary_sacramentobay_usgs_sfbs657,1977,2.45111821086262,NA,NA,16.3513623978202
estuary_sacramentobay_usgs_sfbs7,1975,NA,NA,NA,16.3562269129288
estuary_sacramentobay_usgs_sfbs7,1977,2.57401812688822,NA,NA,NA
estuary_seine_3174110,1980,27.1317408123791,NA,NA,NA
estuary_seine_3174210,1982,26.9067164179104,NA,NA,NA
estuary_seine_3174211,1980,21.7240837696335,NA,NA,NA
estuary_seine_3182630,1980,22.122972972973,NA,NA,NA
estuary_seine_3183000,1980,22.9235294117647,NA,NA,NA
estuary_seine_3183460,1980,22.1963888888889,NA,NA,NA
estuary_seine_3183580,1980,21.2935393258427,NA,NA,NA
estuary_seine_3183730,1980,20.9716292134831,NA,NA,NA
estuary_seine_3183800,1980,20.9076271186441,NA,NA,NA
estuary_seine_3184000,1980,19.2496644295302,NA,NA,NA
estuary_seine_3184120,1980,28.4107382550336,NA,NA,NA
estuary_seine_3184370,1980,24.3533333333333,NA,NA,NA
estuary_seine_3184530,1980,29.694701986755,NA,NA,NA
estuary_seine_3184760,1980,24.0906779661017,NA,NA,NA
estuary_seine_3184880,1980,23.75,NA,NA,NA
estuary_seine_3185000,1980,16.774297752809,NA,NA,NA
estuary_seine_3185210,1980,21.6768361581921,NA,NA,NA
estuary_seine_3185610,1980,22.7112994350282,NA,NA,NA
estuary_seine_3186000,1979,22.3820627802691,NA,NA,NA
estuary_seine_3186234,1979,21.9143884892086,NA,NA,NA
estuary_seine_3186500,1979,14.1226730310263,NA,NA,NA
lake_arkansaswhiteredregion_6299,1978,9.5315625,NA,NA,NA
lake_arkansaswhiteredregion_6301,1978,9.66964809384164,NA,NA,NA
lake_atlanticoceanseaboard_usa12721,1988,3.91355649158249,NA,NA,NA
lake_atlanticoceanseaboard_usa12819,1990,3.78832334196891,NA,NA,NA
lake_atlanticoceanseaboard_usa12823,1988,3.11717881944444,NA,NA,NA
lake_atlanticoceanseaboard_usa12824,1988,1.651709115,NA,NA,NA
lake_atlanticoceanseaboard_usa12842,1991,7.99485779577465,NA,NA,NA
lake_atlanticoceanseaboard_usa12849,1977,12.2325252525253,NA,NA,NA
lake_atlanticoceanseaboard_usa12855,1990,1.49125304484305,NA,NA,NA
lake_atlanticoceanseaboard_usa12858,1988,9.37297102173913,NA,NA,NA
lake_atlanticoceanseaboard_usa12907,1988,6.10962451986755,NA,NA,NA
lake_atlanticoceanseaboard_usa12930,1979,10.9165185185185,NA,NA,NA
lake_atlanticoceanseaboard_usa12954,1977,10.446724738676,NA,NA,NA
lake_atlanticoceanseaboard_usa12970,1990,2.91403187128713,NA,NA,NA
lake_atlanticoceanseaboard_usa12980,1978,13.4948979591837,NA,NA,NA
lake_atlanticoceanseaboard_usa13014,1977,28.7172727272727,NA,NA,NA
lake_atlanticoceanseaboard_usa13041,1991,3.60842423502304,NA,NA,NA
lake_atlanticoceanseaboard_usa13152,1978,5.75355731225296,NA,NA,NA
lake_atlanticoceanseaboard_usa13231,1990,5.00884353809524,NA,NA,NA
lake_atlanticoceanseaboard_usa13411,1988,2.51584302369668,NA,NA,NA
lake_atlanticoceanseaboard_usa13481,1993,1.65950832441472,NA,NA,NA
lake_atlanticoceanseaboard_usa13521,1978,5.84425150898204,NA,NA,NA
lake_atlanticoceanseaboard_usa13524,1978,2.77894366197183,NA,NA,NA
lake_atlanticoceanseaboard_usa13555,1993,1.64700800806452,NA,NA,NA
lake_atlanticoceanseaboard_usa13567,1991,3.18019607843137,NA,NA,NA
lake_atlanticoceanseaboard_usa13579,1994,1.73523818367347,NA,NA,NA
